"key","ID","dataset","TL_mm","width_mm","est_width_mm","weight_g","gonads_g","pred.eggs","age","class"
356,"9171414","batch",317.90243295766413,NA,58.79278415492705,1289.2857142857142,NA,6316,NA,7
357,"92821","batch",342.3644652348012,NA,64.02381273912424,1350,NA,8739,NA,8
358,"92822","batch",335.638520995155,NA,62.58551823543375,1350,NA,8012,NA,8
359,"93551","batch",245.4687241408974,NA,43.303359687359084,652,NA,2034,NA,5
360,"93552","batch",231.01775652728975,NA,40.21312483689077,652,NA,1559,NA,5
361,"93553","batch",231.8911027952563,NA,40.399883616368996,652,NA,1585,NA,5
362,"93554","batch",244.25928530632518,NA,43.044729944629225,652,NA,1991,NA,5
363,"93555","batch",234.2529952779878,NA,40.90495723208474,652,NA,1657,NA,5
364,"94691","batch",262.8395086666569,NA,47.017976255382564,980,NA,2745,NA,6
365,"94692","batch",294.589772652369,NA,53.80754044953566,980,NA,4525,NA,6
366,"94693","batch",277.39782486017793,NA,50.131166822842744,980,NA,3477,NA,6
367,"94694","batch",273.65330687514506,NA,49.330428748759886,980,NA,3276,NA,6
368,"94695","batch",252.74498853227124,NA,44.859336173132384,980,NA,2312,NA,6
369,"94696","batch",286.01860580267385,NA,51.97465844354698,980,NA,3976,NA,6
370,"94697","batch",290.0888727577403,NA,52.84505557760545,980,NA,4230,NA,6
371,"94698","batch",292.3212080486119,NA,53.32242432537607,980,NA,4374,NA,6
372,"94699","batch",296.08516031177714,NA,54.12731827920236,980,NA,4626,NA,6
373,"95661","batch",287.07220069039613,NA,52.19996208599987,1011.6666666666666,NA,4040,NA,6
374,"95662","batch",273.78963379655033,NA,49.35958127437948,1011.6666666666666,NA,3283,NA,6
375,"95663","batch",263.48354422068223,NA,47.15569859807992,1011.6666666666666,NA,2775,NA,6
376,"95664","batch",271.15062978328206,NA,48.79524936316212,1011.6666666666666,NA,3147,NA,6
377,"95665","batch",281.1657316873316,NA,50.93690643156095,1011.6666666666666,NA,3689,NA,6
378,"95666","batch",273.10385305061936,NA,49.21293202448008,1011.6666666666666,NA,3247,NA,6
379,"96771","batch",311.5449308734387,NA,57.43327833996011,1452.857142857143,NA,5782,NA,7
380,"96772","batch",308.1411428190768,NA,56.705402895876205,1452.857142857143,NA,5510,NA,7
381,"96773","batch",302.243302103132,NA,55.44419233819967,1452.857142857143,NA,5063,NA,7
382,"96774","batch",316.11534533649683,NA,58.41062839931027,1452.857142857143,NA,6162,NA,7
383,"96775","batch",311.9737957715988,NA,57.52498799497235,1452.857142857143,NA,5817,NA,7
384,"96776","batch",320.52196818590164,NA,59.35295280735046,1452.857142857143,NA,6548,NA,7
385,"96777","batch",306.18642485141754,NA,56.28740060371071,1452.857142857143,NA,5359,NA,7
386,"97841","batch",349.71720462851226,NA,65.59614285073985,1495,NA,9591,NA,8
387,"97842","batch",329.8253005538136,NA,61.34240311113078,1495,NA,7422,NA,8
388,"97843","batch",339.63387039862573,NA,63.439894793220574,1495,NA,8438,NA,8
389,"97844","batch",329.8295916300267,NA,61.3433207267268,1495,NA,7422,NA,8
390,"98851","batch",347.29437431134284,NA,65.07803812010313,1322,NA,9304,NA,8
391,"98852","batch",326.67526811920106,NA,60.668791470040475,1322,NA,7116,NA,8
392,"98853","batch",329.9625768829137,NA,61.371758660715585,1322,NA,7435,NA,8
393,"98854","batch",345.58994105644524,NA,64.71355740258896,1322,NA,9105,NA,8
394,"98855","batch",327.53325488232076,NA,60.85226573055549,1322,NA,7198,NA,8
395,"99751","batch",307.57052601873875,NA,56.583380622363734,1150,NA,5466,NA,7
396,"99752","batch",301.2598484866321,NA,55.2338878990239,1150,NA,4991,NA,7
397,"99753","batch",309.8740387763828,NA,57.07597015633149,1150,NA,5647,NA,7
398,"99754","batch",319.5807629097253,NA,59.151682870024885,1150,NA,6464,NA,7
399,"99755","batch",323.8462605495006,NA,60.063828673231285,1150,NA,6850,NA,7
400,"100751","batch",317.62567893229425,NA,58.7336023093183,1192,NA,6292,NA,7
401,"100752","batch",306.39856847934425,NA,56.332765983376134,1192,NA,5375,NA,7
402,"100753","batch",316.13730183802545,NA,58.41532363827504,1192,NA,6164,NA,7
403,"100754","batch",301.67911364138126,NA,55.32354471837576,1192,NA,5022,NA,7
404,"100755","batch",323.68806314095855,NA,60.02999930220217,1192,NA,6836,NA,7
405,"101751","batch",306.6617927774787,NA,56.389054594722765,1310,NA,5395,NA,7
406,"101752","batch",307.0081814583391,NA,56.46312730750046,1310,NA,5422,NA,7
407,"101753","batch",314.3497206736356,NA,58.03306234201163,1310,NA,6013,NA,7
408,"101754","batch",309.93033155426383,NA,57.08800795952149,1310,NA,5652,NA,7
409,"101755","batch",319.0370170157403,NA,59.03540674538604,1310,NA,6416,NA,7
410,"102751","batch",315.8381505124271,NA,58.35135229208939,1114,NA,6139,NA,7
411,"102752","batch",321.9121320899576,NA,59.65022929838152,1114,NA,6673,NA,7
412,"102753","batch",312.85806868597865,NA,57.714083358715925,1114,NA,5889,NA,7
413,"102754","batch",323.27220108918846,NA,59.941070211796,1114,NA,6797,NA,7
414,"102755","batch",318.9293270278722,NA,59.01237802077365,1114,NA,6406,NA,7
415,"103721","batch",320.25247940421104,NA,59.295324581527964,1245,NA,6524,NA,7
416,"103722","batch",317.6148173827678,NA,58.731279645551126,1245,NA,6292,NA,7
417,"104671","batch",287.2126307741273,NA,52.229992043190535,1098.5714285714287,NA,4049,NA,6
418,"104672","batch",265.7413317884784,NA,47.63851013108675,1098.5714285714287,NA,2881,NA,6
419,"104673","batch",259.2891273419373,NA,46.2587529012475,1098.5714285714287,NA,2587,NA,6
420,"104674","batch",291.93390773050487,NA,53.2396029550282,1098.5714285714287,NA,4349,NA,6
421,"104675","batch",296.741105717374,NA,54.267587457473255,1098.5714285714287,NA,4671,NA,6
422,"104676","batch",283.5973536176607,NA,51.4568911850518,1098.5714285714287,NA,3830,NA,6
423,"104677","batch",263.84322941163555,NA,47.232614673321464,1098.5714285714287,NA,2792,NA,6
424,"105691","batch",259.723837352125,NA,46.35171249116897,975.5555555555555,NA,2606,NA,6
425,"105692","batch",276.5875880836975,NA,49.95790355143016,975.5555555555555,NA,3433,NA,6
426,"105693","batch",281.4858625563793,NA,51.00536410129584,975.5555555555555,NA,3707,NA,6
427,"105694","batch",269.2023697916884,NA,48.37862806244544,975.5555555555555,NA,3049,NA,6
428,"105695","batch",252.3039193917066,NA,44.76501672919733,975.5555555555555,NA,2295,NA,6
429,"105696","batch",273.2375015283469,NA,49.24151178430162,975.5555555555555,NA,3254,NA,6
430,"105697","batch",252.10104760201648,NA,44.721634065043624,975.5555555555555,NA,2287,NA,6
431,"105698","batch",290.6086482142564,NA,52.956205797652416,975.5555555555555,NA,4263,NA,6
432,"105699","batch",263.17174273054115,NA,47.08902210574909,975.5555555555555,NA,2761,NA,6
433,"106581","batch",222.855866052676,NA,38.4677636220053,696.25,NA,1332,NA,5
434,"106582","batch",226.9261213822756,NA,39.338158270041816,696.25,NA,1442,NA,5
435,"106583","batch",226.52283271588385,NA,39.25191790711213,696.25,NA,1431,NA,5
436,"106584","batch",205.64226694079116,NA,34.78676001727457,696.25,NA,936,NA,5
437,"106585","batch",247.75706888898276,NA,43.792705652245246,696.25,NA,2119,NA,5
438,"106586","batch",246.61354402150027,NA,43.548171134394416,696.25,NA,2076,NA,5
439,"106587","batch",247.10369743476622,NA,43.65298689485077,696.25,NA,2095,NA,5
440,"106588","batch",244.5728513004724,NA,43.11178376337303,696.25,NA,2002,NA,5
441,"107611","batch",287.85892437258735,NA,52.368197252350036,1130,NA,4089,NA,6
442,"108731","batch",308.12486298941076,NA,56.701921572110294,1183.3333333333333,NA,5509,NA,7
443,"108732","batch",316.27346931397915,NA,58.44444206763865,1183.3333333333333,NA,6176,NA,7
444,"108733","batch",319.23341828398407,NA,59.07740573535206,1183.3333333333333,NA,6433,NA,7
445,"1","DFO",82,9,8.346755963044123,7,NA,NA,12,NA
446,"96","DFO",88,11,9.629812544345329,7,NA,NA,1,NA
447,"30","DFO",90,12,10.05749807144573,9,NA,NA,9,NA
448,"52","DFO",123,22,17.114309268602362,NA,NA,98,NA,NA
449,"183","DFO",124,14,17.328152032152566,25,NA,101,10,NA
450,"23","DFO",143,21,21.391164539606386,48,NA,190,NA,NA
451,"34","DFO",143,22,21.391164539606386,50,NA,190,10,NA
452,"181","DFO",149,33,22.67422112090759,47,NA,227,12,NA
453,"172","DFO",151,24,23.101906648007997,NA,NA,241,NA,NA
454,"24","DFO",163,35,25.66801981061041,69,NA,337,2,NA
455,"124","DFO",183,38,29.944875081614427,100,NA,561,15,NA
456,"25","DFO",196,41,32.724831007767044,131,NA,758,14,NA
457,"180","DFO",211,34,35.932472461020055,149,NA,1048,13,NA
458,"182","DFO",225,35,38.92627115072287,200,NA,1389,NA,NA
459,"174","DFO",226,54,39.14011391427307,250,NA,1416,NA,NA
460,"7","DFO",227,37,39.35395667782327,211,8.5,1444,13,NA
461,"173","DFO",229,50,39.78164220492367,240,NA,1500,7,NA
462,"179","DFO",233,39,40.63701325912448,260,NA,1619,17,NA
463,"75","DFO",234,38,40.85085602267468,247,NA,1649,12,NA
464,"167","DFO",245,54,43.20312642172689,360,NA,2017,NA,NA
465,"166","DFO",251,47,44.486183003028096,320,NA,2243,12,NA
466,"89","DFO",254,44,45.1277112936787,327,31.2,2363,NA,NA
467,"171","DFO",259,55,46.19692511142971,360,NA,2574,NA,NA
468,"37","DFO",262,41,46.838453402080304,340,NA,2707,NA,NA
469,"2","DFO",272,46,48.97688103758232,410,NA,3190,NA,NA
470,"168","DFO",277,49,50.04609485533332,380,NA,3455,NA,NA
471,"10","DFO",280,45,50.68762314598393,420,NA,3622,NA,NA
472,"40","DFO",287,49,52.184522490835334,430,NA,4036,NA,NA
473,"42","DFO",287,51,52.184522490835334,510,NA,4036,NA,NA
474,"21","DFO",288,55,52.39836525438553,550,NA,4098,NA,NA
475,"178","DFO",289,50,52.612208017935735,520,NA,4161,NA,NA
476,"161","DFO",290,62,52.82605078148594,720,NA,4224,NA,NA
477,"29","DFO",292,58,53.25373630858634,NA,NA,4353,NA,NA
478,"170","DFO",292,52,53.25373630858634,460,NA,4353,NA,NA
479,"15","DFO",293,47,53.46757907213654,650,NA,4419,NA,NA
480,"17","DFO",297,53,54.322950126337346,NA,NA,4689,NA,NA
481,"83","DFO",298,50,54.53679288988754,410,66,4759,16,NA
482,"141","DFO",301,55,55.17832118053815,550,12.1,4972,12,NA
483,"48","DFO",302,54,55.39216394408835,550,NA,5045,NA,NA
484,"33","DFO",303,46,55.60600670763854,530,NA,5119,NA,NA
485,"85","DFO",303,59,55.60600670763854,500,21.5,5119,14,NA
486,"39","DFO",309,61,56.88906328893975,790,NA,5578,NA,NA
487,"35","DFO",310,54,57.102906052489956,NA,NA,5657,NA,NA
488,"177","DFO",313,54,57.744434343140554,610,NA,5901,NA,NA
489,"9","DFO",314,50,57.95827710669076,530,NA,5984,NA,NA
490,"142","DFO",314,63,57.95827710669076,650,NA,5984,NA,NA
491,"4","DFO",316,62,58.385962633791166,1150,NA,6153,NA,NA
492,"44","DFO",316,56,58.385962633791166,570,NA,6153,NA,NA
493,"152","DFO",316,59,58.385962633791166,840,NA,6153,NA,NA
494,"49","DFO",317,50,58.59980539734137,570,NA,6238,NA,NA
495,"16","DFO",318,60,58.81364816089156,510,NA,6325,NA,NA
496,"176","DFO",318,47,58.81364816089156,490,NA,6325,NA,NA
497,"6","DFO",320,53,59.24133368799197,680,NA,6501,NA,NA
498,"164","DFO",320,63,59.24133368799197,790,NA,6501,NA,NA
499,"41","DFO",321,54,59.45517645154217,NA,NA,6591,NA,NA
500,"165","DFO",321,68,59.45517645154217,770,NA,6591,NA,NA
501,"3","DFO",322,55,59.66901921509236,720,NA,6681,NA,NA
502,"32","DFO",322,58,59.66901921509236,770,NA,6681,NA,NA
503,"13","DFO",323,61,59.882861978642566,780,NA,6772,NA,NA
504,"80","DFO",323,54,59.882861978642566,680,NA,6772,16,NA
505,"169","DFO",323,59,59.882861978642566,380,NA,6772,NA,NA
506,"50","DFO",324,59,60.09670474219277,850,NA,6865,NA,NA
507,"130","DFO",324,57,60.09670474219277,600,NA,6865,22,NA
508,"157","DFO",325,68,60.310547505742974,870,57.9,6958,18,NA
509,"84","DFO",326,54,60.52439026929318,590,NA,7052,28,NA
510,"36","DFO",327,48,60.73823303284337,470,15.2,7147,14,NA
511,"38","DFO",328,47,60.95207579639357,530,NA,7243,NA,NA
512,"101","DFO",328,56,60.95207579639357,660,15.6,7243,28,NA
513,"112","DFO",328,54,60.95207579639357,630,NA,7243,17,NA
514,"8","DFO",329,71,61.165918559943776,730,NA,7341,NA,NA
515,"68","DFO",333,58,62.02128961414458,690,55.7,7740,NA,NA
516,"73","DFO",333,64,62.02128961414458,1100,NA,7740,NA,NA
517,"12","DFO",335,56,62.448975141244986,610,NA,7945,NA,NA
518,"47","DFO",335,52,62.448975141244986,630,NA,7945,NA,NA
519,"76","DFO",336,54,62.662817904795176,704,NA,8050,22,NA
520,"71","DFO",337,60,62.87666066834538,920,NA,8155,NA,NA
521,"155","DFO",338,69,63.090503431895584,980,36.1,8262,NA,NA
522,"162","DFO",339,61,63.30434619544579,990,NA,8369,NA,NA
523,"61","DFO",341,57,63.73203172254618,860,NA,8587,NA,NA
524,"92","DFO",342,50,63.945874486096386,740,NA,8698,NA,NA
525,"58","DFO",343,58,64.15971724964659,1030,NA,8810,NA,NA
526,"175","DFO",343,63,64.15971724964659,890,NA,8810,NA,NA
527,"107","DFO",344,65,64.3735600131968,1040,NA,8923,NA,NA
528,"57","DFO",345,61,64.587402776747,1160,NA,9037,NA,NA
529,"70","DFO",345,64,64.587402776747,920,NA,9037,NA,NA
530,"90","DFO",345,69,64.587402776747,930,NA,9037,NA,NA
531,"133","DFO",345,66,64.587402776747,920,80.4,9037,NA,NA
532,"100","DFO",346,67,64.80124554029719,1030,78.6,9153,20,NA
533,"103","DFO",346,74,64.80124554029719,1180,NA,9153,18,NA
534,"160","DFO",346,71,64.80124554029719,1090,94,9153,24,NA
535,"163","DFO",346,66,64.80124554029719,1120,NA,9153,NA,NA
536,"60","DFO",347,66,65.01508830384739,1040,NA,9269,NA,NA
537,"74","DFO",347,63,65.01508830384739,1070,NA,9269,NA,NA
538,"56","DFO",348,63,65.2289310673976,940,NA,9387,NA,NA
539,"67","DFO",348,63,65.2289310673976,990,NA,9387,NA,NA
540,"105","DFO",349,67,65.4427738309478,950,61.7,9505,27,NA
541,"11","DFO",350,49,65.65661659449799,600,NA,9625,NA,NA
542,"72","DFO",350,69,65.65661659449799,1250,NA,9625,NA,NA
543,"98","DFO",350,67,65.65661659449799,1050,86.2,9625,16,NA
544,"109","DFO",350,63,65.65661659449799,980,120.4,9625,18,NA
545,"77","DFO",351,57,65.8704593580482,700,NA,9746,9,NA
546,"114","DFO",351,69,65.8704593580482,1080,64.7,9746,23,NA
547,"148","DFO",351,63,65.8704593580482,900,101,9746,19,NA
548,"64","DFO",352,61,66.0843021215984,830,NA,9868,NA,NA
549,"94","DFO",353,73,66.2981448851486,1150,NA,9992,NA,NA
550,"95","DFO",353,56,66.2981448851486,775,NA,9992,NA,NA
551,"86","DFO",354,64,66.5119876486988,880,NA,10116,NA,NA
552,"122","DFO",354,65,66.5119876486988,1010,NA,10116,23,NA
553,"128","DFO",354,78,66.5119876486988,1360,NA,10116,NA,NA
554,"91","DFO",355,50,66.725830412249,760,NA,10242,NA,NA
555,"93","DFO",355,67,66.725830412249,1060,NA,10242,NA,NA
556,"108","DFO",355,68,66.725830412249,1080,NA,10242,NA,NA
557,"137","DFO",355,68,66.725830412249,910,NA,10242,NA,NA
558,"65","DFO",357,69,67.1535159393494,1250,NA,10497,NA,NA
559,"78","DFO",357,66,67.1535159393494,960,NA,10497,NA,NA
560,"117","DFO",357,68,67.1535159393494,1150,NA,10497,NA,NA
561,"59","DFO",358,66,67.36735870289961,1240,NA,10626,NA,NA
562,"87","DFO",358,65,67.36735870289961,880,NA,10626,NA,NA
563,"104","DFO",358,68,67.36735870289961,980,NA,10626,NA,NA
564,"102","DFO",359,54,67.58120146644981,630,3.1,10757,17,NA
565,"121","DFO",360,75,67.79504423,1340,NA,10889,NA,NA
566,"126","DFO",360,72,67.79504423,970,NA,10889,NA,NA
567,"146","DFO",360,71,67.79504423,1210,80,10889,15,NA
568,"116","DFO",361,64,68.0088869935502,920,NA,11022,NA,NA
569,"55","DFO",362,69,68.22272975710041,920,NA,11156,NA,NA
570,"88","DFO",363,75,68.43657252065061,1560,NA,11291,NA,NA
571,"154","DFO",364,79,68.65041528420082,1320,NA,11428,NA,NA
572,"63","DFO",365,64,68.86425804775101,1080,NA,11566,NA,NA
573,"132","DFO",365,81,68.86425804775101,1060,NA,11566,20,NA
574,"138","DFO",365,73,68.86425804775101,1340,66,11566,25,NA
575,"145","DFO",365,74,68.86425804775101,1220,115,11566,NA,NA
576,"147","DFO",365,71,68.86425804775101,980,67,11566,28,NA
577,"149","DFO",365,77,68.86425804775101,1400,208,11566,14,NA
578,"123","DFO",368,81,69.50578633840162,1240,NA,11988,NA,NA
579,"120","DFO",370,72,69.93347186550201,1250,NA,12276,NA,NA
580,"140","DFO",370,70,69.93347186550201,1230,109.6,12276,19,NA
581,"153","DFO",370,76,69.93347186550201,1350,NA,12276,NA,NA
582,"156","DFO",370,70,69.93347186550201,1120,NA,12276,NA,NA
583,"110","DFO",372,65,70.36115739260242,1100,NA,12569,NA,NA
584,"45","DFO",374,58,70.78884291970282,670,37.9,12868,19,NA
585,"97","DFO",374,68,70.78884291970282,1080,NA,12868,NA,NA
586,"111","DFO",374,75,70.78884291970282,1250,NA,12868,NA,NA
587,"127","DFO",374,75,70.78884291970282,1280,NA,12868,NA,NA
588,"129","DFO",375,71,71.00268568325302,1260,103,13019,30,NA
589,"134","DFO",375,70,71.00268568325302,1200,138,13019,19,NA
590,"159","DFO",378,77,71.64421397390363,1340,NA,13481,NA,NA
591,"119","DFO",380,74,72.07189950100403,1250,NA,13796,NA,NA
592,"139","DFO",380,77,72.07189950100403,1250,64,13796,NA,NA
593,"144","DFO",380,76,72.07189950100403,1400,NA,13796,NA,NA
594,"158","DFO",380,76,72.07189950100403,1480,NA,13796,NA,NA
595,"125","DFO",381,73,72.28574226455423,1120,NA,13956,NA,NA
596,"151","DFO",381,71,72.28574226455423,1360,NA,13956,NA,NA
597,"46","DFO",382,74,72.49958502810443,1150,68.2,14117,23,NA
598,"82","DFO",382,74,72.49958502810443,990,NA,14117,NA,NA
599,"106","DFO",382,76,72.49958502810443,1330,NA,14117,NA,NA
600,"113","DFO",382,70,72.49958502810443,1100,NA,14117,NA,NA
601,"51","DFO",383,71,72.71342779165462,1430,118.2,14280,18,NA
602,"131","DFO",383,76,72.71342779165462,1440,NA,14280,NA,NA
603,"5","DFO",384,74,72.92727055520483,1360,NA,14444,NA,NA
604,"26","DFO",384,78,72.92727055520483,1490,NA,14444,NA,NA
605,"28","DFO",384,99,72.92727055520483,1500,NA,14444,NA,NA
606,"118","DFO",385,73,73.14111331875503,1300,NA,14609,NA,NA
607,"18","DFO",386,81,73.35495608230524,1310,NA,14776,NA,NA
608,"69","DFO",386,84,73.35495608230524,1650,49.2,14776,19,NA
609,"99","DFO",386,76,73.35495608230524,1230,NA,14776,NA,NA
610,"14","DFO",387,72,73.56879884585544,1500,NA,14944,NA,NA
611,"19","DFO",387,77,73.56879884585544,1360,NA,14944,NA,NA
612,"66","DFO",387,73,73.56879884585544,1350,98.1,14944,20,NA
613,"81","DFO",388,72,73.78264160940563,1350,NA,15114,NA,NA
614,"135","DFO",390,75,74.21032713650604,1240,NA,15458,23,NA
615,"136","DFO",390,81,74.21032713650604,1580,58.3,15458,23,NA
616,"115","DFO",392,73,74.63801266360645,1420,87.7,15808,25,NA
617,"79","DFO",393,72,74.85185542715664,1470,83.7,15985,19,NA
618,"62","DFO",394,82,75.06569819070684,1800,NA,16164,NA,NA
619,"20","DFO",395,74,75.27954095425704,1470,NA,16344,NA,NA
620,"31","DFO",396,71,75.49338371780725,1350,99,16526,14,NA
621,"53","DFO",396,76,75.49338371780725,1750,115.2,16526,17,NA
622,"27","DFO",398,71,75.92106924490764,1510,NA,16895,NA,NA
623,"54","DFO",399,81,76.13491200845785,1590,200.5,17081,27,NA
624,"22","DFO",401,73,76.56259753555825,1370,NA,17459,NA,NA
625,"150","DFO",401,78,76.56259753555825,1730,270,17459,30,NA
626,"43","DFO",404,73,77.20412582620885,1610,74.1,18038,31,NA
627,"143","DFO",405,82,77.41796858975906,1740,97.6,18234,16,NA
628,"9989","DFO",193,30,32.08330271711644,131,NA,709,6,NA
629,"9990","DFO",NA,31,NA,125,13.3,NA,9,NA
630,"9991","DFO",210,35,35.71862969746986,170,NA,1026,16,NA
631,"9992","DFO",207,35,35.07710140681925,181,4.2,963,19,NA
632,"9993","DFO",254,39,45.1277112936787,283,13.9,2363,10,NA
633,"9994","DFO",262,46,46.838453402080304,333,35.8,2707,14,NA
634,"9995","DFO",223,39,38.49858562362247,185,13.4,1336,19,NA
635,"9996","DFO",234,42,40.85085602267468,227,17,1649,16,NA
636,"9997","DFO",177,25,28.661818500313224,83.5,NA,485,16,NA
637,"9998","DFO",244,42,42.98928365817669,286,22.2,1982,9,NA
638,"9999","DFO",208,34,35.29094417036945,180,NA,984,4,NA
639,"9988","DFO",148,22,22.460378357357392,51,NA,221,11,NA
640,"9987","DFO",166,23,26.309548101261008,69,NA,365,14,NA
641,"9986","DFO",170,26,27.164919155461817,77,NA,406,12,NA
642,"9985","DFO",204,30,34.43557311616865,124,9.2,904,15,NA
643,"9984","DFO",205,32,34.64941587971885,146,NA,923,NA,NA
644,"9983","DFO",207,32,35.07710140681925,160.5,NA,963,18,NA
645,"9982","DFO",226,38,39.14011391427307,220,25.5,1416,17,NA
646,"9981","DFO",267,41,47.90766721983131,329,NA,2941,NA,NA
647,"9980","DFO",273,55,49.19072380113252,444,NA,3242,9,NA
648,"9979","DFO",284,52,51.54299420018473,433,50.1,3854,18,NA
649,"9978","DFO",285,51,51.75683696373493,513,15.5,3914,14,NA
650,"9977","DFO",296,44,54.10910736278714,420,NA,4620,17,NA
651,"9976","DFO",259,55,46.19692511142971,360,22,2574,NA,NA
652,"RBGBBM01","SN",150,NA,22.888063884457793,10.1595,NA,234,4,NA
653,"RBGBBM02","SN",160,NA,25.026491519959805,13.0185,NA,311,4,NA
654,"RBGBBM03","SN",145,NA,21.818850066706787,9.3813,NA,202,4,NA
655,"RBGBBM05","SN",175,NA,28.234132973212816,22.2961,NA,461,3,NA
656,"RBGBBM08","SN",190,NA,31.441774426465834,27.528,NA,661,4,NA
657,"RBGBBM09","SN",195,NA,32.51098824421684,32.9206,NA,741,4,NA
658,"RBGBBM13","SN",200,NA,33.580202061967846,26.8487,NA,828,6,NA
659,"RBGBBM14","SN",180,NA,29.303346790963822,22.0888,NA,522,5,NA
660,"RBGBBM15","SN",195,NA,32.51098824421684,32.8787,NA,741,6,NA
661,"RBGBBM16","SN",178,NA,28.87566126386342,15.9843,NA,497,3,NA
662,"RBGBBM19","SN",163,NA,25.66801981061041,14.8485,NA,337,5,NA
663,"RBGBBM22","SN",176,NA,28.44797573676302,22.9897,NA,473,4,NA
664,"RBGBBM24","SN",162,NA,25.454177047060206,16.0254,NA,328,3,NA
665,"RBGBBM25","SN",160,NA,25.026491519959805,17.3136,NA,311,4,NA
666,"RBGBBM26","SN",174,NA,28.02029020966262,21.9836,NA,449,4,NA
667,"RBGBBM27","SN",168,NA,26.73723362836141,15.9292,NA,385,4,NA
668,"RBGBBM28","SN",195,NA,32.51098824421684,27.4039,NA,741,4,NA
669,"RBGBBM29","SN",174,NA,28.02029020966262,21.2541,NA,449,5,NA
670,"RBGBBM31","SN",192,NA,31.869459953566235,27.4245,NA,693,4,NA
671,"RBGBBM32","SN",171,NA,27.378761919012014,19.5919,NA,416,4,NA
672,"RBGBBM33","SN",170,NA,27.164919155461817,17.1998,NA,406,3,NA
673,"RBGBBM34","SN",200,NA,33.580202061967846,31.9214,NA,828,4,NA
674,"RBGBBM35","SN",177,NA,28.661818500313224,23.4701,NA,485,3,NA
675,"RBGBBM36","SN",195,NA,32.51098824421684,29.2591,NA,741,4,NA
676,"RBGBBM40","SN",182,NA,29.73103231806423,25.0582,NA,548,5,NA
677,"RBGBBM42","SN",180,NA,29.303346790963822,16.5958,NA,522,5,NA
678,"RBGBBM46","SN",144,NA,21.605007303156583,12,NA,196,4,NA
679,"RBGBBM48","SN",155,NA,23.9572777022088,14,NA,270,4,NA
680,"RBGBBM50","SN",145,NA,21.818850066706787,10,NA,202,3,NA
681,"RBGBBM51","SN",155,NA,23.9572777022088,13,NA,270,4,NA
682,"RBGBBM52","SN",138,NA,20.32195072185538,7,NA,162,3,NA
683,"RBG70","SN",65,NA,4.711428982690705,NA,NA,NA,1,NA
684,"RBG71","SN",52,NA,1.931473056538092,NA,NA,NA,1,NA
685,"RBG72","SN",51,NA,1.7176302929878915,NA,NA,NA,1,NA
686,"RBG73","SN",60,NA,3.642215164939701,NA,NA,NA,1,NA
687,"RBG74","SN",60,NA,3.642215164939701,NA,NA,NA,1,NA
688,"RBG75","SN",45,NA,0.434573711686685,NA,NA,NA,1,NA
689,"RBG76","SN",65,NA,4.711428982690705,NA,NA,NA,1,NA
690,"RBG77","SN",62,NA,4.069900692040102,NA,NA,NA,1,NA
691,"RBG78","SN",60,NA,3.642215164939701,NA,NA,NA,1,NA
692,"RBG79","SN",67,NA,5.139114509791108,NA,NA,NA,1,NA
693,"RBG84","SN",175,NA,28.234132973212816,NA,NA,461,9,NA
694,"RBG90","SN",200,NA,33.580202061967846,NA,NA,828,10,NA
695,"RBG91","SN",165,NA,26.09570533771081,NA,NA,356,11,NA
696,"RBG92","SN",160,NA,25.026491519959805,NA,NA,311,10,NA
697,"RBG93","SN",165,NA,26.09570533771081,NA,NA,356,9,NA
698,"RBG94","SN",190,NA,31.441774426465834,NA,NA,661,10,NA
699,"RBG95","SN",195,NA,32.51098824421684,NA,NA,741,8,NA
700,"RBG96","SN",185,NA,30.372560608714828,NA,NA,588,8,NA
701,"RBG97","SN",190,NA,31.441774426465834,NA,NA,661,11,NA
